sseqid	sseq_name
JX219396.1	Sphingomonas sp. SL9 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence
XM_045466040.1	PREDICTED: Leopardus geoffroyi tubulin alpha-1C chain (LOC123591567), mRNA
AP023361.1	Terrihabitans soli IZ6 DNA, complete genome
NR_046239.1	Rattus norvegicus 45S pre-ribosomal RNA (Rn45s), ribosomal RNA
AL360224.14	Human DNA sequence from clone RP11-471A8 on chromosome Xq22.2-23, complete sequence
CP080590.1	Devosia salina strain SCS-3 chromosome, complete genome
XM_005573569.3	PREDICTED: Macaca fascicularis heterogeneous nuclear ribonucleoprotein A3 (HNRNPA3), transcript variant X4, mRNA
XR_005840284.1	PREDICTED: Gallus gallus 28S ribosomal RNA (LOC121107021), rRNA
JQ599216.1	Nais communis/variabilis complex sp. A1 isolate CE4103 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
GU935649.1	Mallomonas matvienkoae var. matvienkoae strain Gungnam052507A 28S ribosomal RNA gene, partial sequence
AC092117.4	Homo sapiens chromosome 16 clone CTD-2270P14, complete sequence
XM_045377582.1	PREDICTED: Macaca fascicularis UPF3A regulator of nonsense mediated mRNA decay (UPF3A), transcript variant X9, mRNA
HG942156.1	Spirosoma sp. TA_AB partial 16S rRNA gene, strain TA_AB
GU253969.1	Euglena velata strain CCAC 0136 isolate 3 16S ribosomal RNA gene, partial sequence; chloroplast
CP061316.1	Polynucleobacter sp. AP-Jannik-300A-C4 chromosome, complete genome
MZ269295.1	Torula acaciae isolate Sp5 large subunit ribosomal RNA gene, partial sequence
XR_006615643.1	PREDICTED: Hordeum vulgare subsp. vulgare 5S ribosomal RNA (LOC123415954), rRNA
OL741319.1	Alternaria alternata isolate HLG661 large subunit ribosomal RNA gene, partial sequence
AY623117.1	Homo sapiens RAD54-like (S. cerevisiae) (RAD54L) gene, complete cds
XR_006500735.1	PREDICTED: Mangifera indica 28S ribosomal RNA (LOC123208242), rRNA
XM_045387681.1	PREDICTED: Macaca fascicularis DNA polymerase delta 2, accessory subunit (POLD2), transcript variant X3, mRNA
AE016825.1	Chromobacterium violaceum ATCC 12472, complete genome
XR_005008037.1	PREDICTED: Colossoma macropomum 28S ribosomal RNA (LOC118817683), rRNA
CP080369.1	Pseudomonas aeruginosa SG17M chromosome, complete genome
CP003008.1	Myceliophthora thermophila ATCC 42464 chromosome 7, complete sequence
AP012304.1	Azoarcus sp. KH32C DNA, complete genome
JX515415.1	Uncultured bacterium clone B72 16S ribosomal RNA gene, partial sequence
OL772728.1	Aspergillus thermomutatus strain CBS 207.92 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
XR_006158702.1	PREDICTED: Cyprinus carpio 5S ribosomal RNA (LOC122142640), rRNA
XM_017543283.2	PREDICTED: Cebus imitator G protein subunit alpha q (GNAQ), mRNA
HM363241.1	Uncultured bacterium clone freshwater_UV_G10 16S ribosomal RNA gene, partial sequence
CP081149.1	Deefgea piscis strain D13 chromosome, complete genome
XM_045438390.1	PREDICTED: Leopardus geoffroyi elongation factor 1-alpha 1-like (LOC123576870), transcript variant X4, mRNA
MZ420322.1	Spumella longicolla strain Yangrimje041319B6 large subunit ribosomal RNA gene, partial sequence
CP059067.1	Rhizobacter sp. AJA081-3 chromosome
GU214408.1	Cladosporium allicinum strain CPC 5101 28S large subunit ribosomal RNA gene, partial sequence
KF037254.1	Uncultured bacterium clone HF101 16S ribosomal RNA gene, partial sequence
AC279614.1	Homo sapiens chromosome unknown clone VMRC59-8H08, complete sequence
GQ114314.1	Uncultured bacterium clone nbw595a06c1 16S ribosomal RNA gene, partial sequence
CP078717.1	Vibrio metschnikovii strain Colony575 chromosome 1
AP000057.1	Homo sapiens genomic DNA, chromosome 21q22.1, segment 28/28, complete sequence
CP061881.1	Alternaria alternata strain Z7 chromosome 7, complete sequence
XR_006637319.1	PREDICTED: Jaculus jaculus 5S ribosomal RNA (LOC123460974), rRNA
XR_004935277.1	PREDICTED: Mus musculus 5S ribosomal RNA (n-R5s120), rRNA
AB823088.1	Massilia sp. UMI-21 gene for 16S ribosomal RNA, partial sequence
XR_006700925.1	Blastomyces dermatitidis ER-3 28S ribosomal RNA (BDCG_18016), rRNA
KJ587567.1	Uncultured bacterium clone 140N0L64 16S ribosomal RNA gene, partial sequence
CP071802.1	Yersinia ruckeri strain KMM821 chromosome, complete sequence
AC018926.10	Homo sapiens chromosome 15 clone RP11-139H15 map 15q21.3, complete sequence
KF912983.1	Uncultured bacterium clone Y1-29 16S ribosomal RNA gene, partial sequence
CP084921.1	Acinetobacter pittii strain CEP14 chromosome, complete genome
KF800390.1	Uncultured fungus clone CMH299 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
CP071060.1	Niveibacterium microcysteis strain HC41 chromosome, complete genome
KF101180.1	Uncultured bacterium clone ncd2492f02c1 16S ribosomal RNA gene, partial sequence
AF389267.1	Glaucidium palmatum 26S ribosomal RNA gene, partial sequence
LC661699.1	Acidovorax sp. JC1 gene for 16S rRNA, partial sequence
OL818333.1	Kalmusia cordylines isolate ZHKU 21-0003 large subunit ribosomal RNA gene, partial sequence
HQ033872.1	Uncultured Rhodoferax sp. clone F2M5Y2A01BW8EY 16S ribosomal RNA gene, partial sequence
BC010054.1	Synthetic construct Homo sapiens ribosomal protein SA, mRNA (cDNA clone IMAGE:3845335)
OL678540.1	Orbilia eucalypti voucher G.M. 2018-08-12.5 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
AC105282.5	Homo sapiens chromosome 18, clone RP11-452F20, complete sequence
NM_001321250.2	Homo sapiens VOPP1 WW domain binding protein (VOPP1), transcript variant 12, mRNA
MN894800.1	Homo sapiens haplogroup H1ba mitochondrion, complete genome
NG_016760.1	Homo sapiens EF-hand domain containing 1 (EFHC1), RefSeqGene on chromosome 6
CP060550.1	Pyrenophora teres f. maculata isolate NZKF2 chromosome 2
KF064925.1	Uncultured bacterium clone nbw160e12c1 16S ribosomal RNA gene, partial sequence
XR_006635066.1	PREDICTED: Jaculus jaculus 28S ribosomal RNA (LOC123457582), rRNA
AB745424.1	Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: PW40
JQ356787.1	Cryptoglena pigra strain Daepyeong101908D 26S ribosomal RNA gene, partial sequence
CP061032.1	Corynebacterium lujinxingii strain zg-917 chromosome, complete genome
XM_010965239.2	PREDICTED: Camelus bactrianus small EDRK-rich factor 2 (SERF2), mRNA
KJ734922.1	Uncultured bacterium clone TC(4)11 16S ribosomal RNA gene, partial sequence
CP089120.1	Saccharomyces cerevisiae strain S288C-SK1-cross isolate tetrad 8 spore a chromosome IV
JQ999729.1	Uncultured bacterium clone GKJWQY101ANPX9 23S ribosomal RNA gene, partial sequence
CP001103.3	Alteromonas mediterranea DE chromosome, complete genome
KC440308.1	Uncultured eukaryote clone T1S10MD01 18S ribosomal RNA gene, partial sequence
AF245368.1	Pirellula staleyi 23S ribosomal RNA gene, partial sequence
LR594560.2	Streptopelia turtur genome assembly, chromosome: 9
5AJ0_A4	Chain A4, 5S ribosomal RNA
XM_045378877.1	PREDICTED: Macaca fascicularis alkaline phosphatase, biomineralization associated (ALPL), transcript variant X2, mRNA
AC279504.1	Homo sapiens chromosome unknown clone VMRC59-129H17, complete sequence
EU221485.1	Euglena anabaena var. minima strain NJ05 16S small subunit ribosomal RNA gene, partial sequence; chloroplast
OU343194.1	Thunnus maccoyii genome assembly, chromosome: 4
AC104383.4	Homo sapiens chromosome 11, clone CTD-2381F24, complete sequence
CP063362.1	Xanthobacter dioxanivorans strain YN2 chromosome, complete genome
NR_130928.2	Homo sapiens matrix remodeling associated 7 (MXRA7), transcript variant 6, non-coding RNA
AC185242.2	Pan troglodytes BAC clone CH251-340I24 from chromosome 7, complete sequence
KC951413.1	Homo sapiens clone FOS_0048, complete sequence
MZ636612.1	Alternaria infectoria isolate 1 from Haloxylon salicornicum small subunit ribosomal RNA gene, partial sequence
XR_006612424.1	PREDICTED: Hordeum vulgare subsp. vulgare 18S ribosomal RNA (LOC123406768), rRNA
JQ919508.1	Uncultured alpha proteobacterium clone GC0AA3ZE06PP1 16S ribosomal RNA gene, partial sequence
HM320277.1	Uncultured bacterium clone ncd365e07c1 16S ribosomal RNA gene, partial sequence
KC321164.1	Uncultured bacterium clone SAB1_512 16S ribosomal RNA gene, partial sequence
OU940704.1	uncultured fungus genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate consensus01998
CP071953.1	Candidatus Kaistella beijingensis strain PM-38 chromosome, complete genome
CP000529.1	Polaromonas naphthalenivorans CJ2, complete genome
MW367777.1	Malikia spinosa strain 01TPW-2-35 16S ribosomal RNA gene, partial sequence
KJ848594.1	Acinetobacter lwoffii strain BT 90 16S ribosomal RNA gene, partial sequence
CP069027.1	Parastagonospora nodorum SN15 chromosome 5, complete sequence
GU925640.1	Uncultured bacterium clone F5K2Q4C04IOKDQ 23S ribosomal RNA gene, partial sequence
AC279668.1	Homo sapiens chromosome unknown clone VMRC59-8D14, complete sequence
CP060027.1	Stenotrophomonas maltophilia strain UHH_454 chromosome
NM_025190.4	Homo sapiens ankyrin repeat domain 36B (ANKRD36B), transcript variant 1, mRNA
JQ999830.1	Uncultured bacterium clone VostokV6_rep_c222 23S ribosomal RNA gene, partial sequence
AF289253.1	Strombomonas costata strain ACOI 2992 16S ribosomal RNA gene, partial sequence; chloroplast
CP065053.1	Massilia antarctica strain P9640 chromosome, complete genome
AF363340.1	Tigriopus californicus 28S ribosomal RNA gene, partial sequence
HM338783.1	Uncultured bacterium clone ncd1126h08c1 16S ribosomal RNA gene, partial sequence
XR_005429247.1	PREDICTED: Canis lupus familiaris U1 spliceosomal RNA (LOC119872412), ncRNA
AP023423.1	Sideroxyarcus emersonii MIZ01 DNA, complete genome
CP060714.1	Diaphorobacter ruginosibacter strain DSM 27467 chromosome, complete genome
KC442040.1	Astronotus ocellatus 28S ribosomal RNA gene, partial sequence
CP001102.1	Candidatus Amoebophilus asiaticus 5a2, complete genome
KJ645572.1	Uncultured bacterium clone B53 16S ribosomal RNA gene, partial sequence
XR_006399310.1	PREDICTED: Thunnus albacares uncharacterized LOC122970721 (LOC122970721), ncRNA
CP070343.1	Variovorax sp. PDNC026 chromosome, complete genome
FJ719721.1	Euglena anabaena strain Geumdong090304B 23S ribosomal RNA gene, partial sequence; chloroplast
AC254989.1	Homo sapiens chromosome 15 clone VMRC53-365B15, complete sequence
KJ763895.1	Uncultured eukaryote clone SGYP785 18S ribosomal RNA gene, partial sequence
KJ707446.1	Uncultured bacterium clone QKAB4ZG011 16S ribosomal RNA gene, partial sequence
OL824936.1	Acinetobacter soli strain AIA.BU.19.3 16S ribosomal RNA gene, partial sequence
NM_001303255.3	Homo sapiens leucine rich repeat containing 37 member A3 (LRRC37A3), transcript variant 2, mRNA
KF711617.1	Uncultured bacterium ctg7180000000909 genomic sequence
AY217906.1	Emoia jakati isolate L112 18S ribosomal RNA gene, partial sequence
XR_005047717.1	PREDICTED: Oncorhynchus mykiss 5S ribosomal RNA (LOC118958945), rRNA
HQ659118.1	Homo sapiens clone 70 satellite DXZ4 sequence
HM124474.1	Uncultured Magnetospirillum sp. clone KH8-900-2 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, tRNA-Ile and tRNA-Ala genes, complete sequence; and 23S ribosomal RNA gene, partial sequence
MW984568.1	Tainosphaeria cecropiae strain CBS 101687 large subunit ribosomal RNA gene, partial sequence
U11015.1	Rickettsia bellii 23S rRNA and 5S rRNA genes, partial sequence, and 23S-5S internal transcribed spacer
CP059563.1	Conchiformibius steedae strain DSM 2580 chromosome, complete genome
AB749102.1	Uncultured chrysophyte gene for 18S ribosomal RNA, partial sequence, clone: Cn-St.2-53
XM_045367310.1	PREDICTED: Macaca fascicularis heterogeneous nuclear ribonucleoprotein A3 (HNRNPA3), transcript variant X6, mRNA
AC091053.11	Homo sapiens chromosome 11, clone RP11-152H18, complete sequence
CP068262.2	Homo sapiens isolate CHM13 chromosome 16
CP085928.1	Lachnospiraceae bacterium GAM79 strain FDAARGOS_1585 chromosome, complete genome
MT793631.1	Parryella filifolia voucher 23 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
FP885885.11	Human DNA sequence from clone RP11-682F9 on chromosome 1, complete sequence
OL824794.1	Pseudochaetosphaeronema sp. strain NI167 small subunit ribosomal RNA gene, partial sequence
BC016804.1	Homo sapiens translocation associated membrane protein 2, mRNA (cDNA clone IMAGE:4075403), with apparent retained intron
KX650992.1	Pardachirus pavoninus isolate SY06 18S ribosomal RNA gene, internal transcribed spacer 1, and 5.8S ribosomal RNA gene, complete sequence
AC225603.2	Homo sapiens FOSMID clone ABC10-44746700A1 from chromosome unknown, complete sequence
XR_004913248.1	PREDICTED: Halichoerus grypus 5S ribosomal RNA (LOC118527741), rRNA
OU343110.1	Cervus elaphus genome assembly, chromosome: 33
GU928338.1	Uncultured eukaryote clone F5K2Q4C04INY7M 28S ribosomal RNA gene, partial sequence
XR_005130052.1	PREDICTED: Pygocentrus nattereri 28S ribosomal RNA (LOC119263029), rRNA
BX000981.34	Zebrafish DNA sequence from clone DKEY-9P20 in linkage group 4, complete sequence
FJ482841.1	Uncultured fungus clone FRPA5_C06 18S ribosomal RNA gene, partial sequence
EF577164.1	Spumella-like flagellate JBAF32 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
KJ173582.1	Uncultured fungus clone UFCEIO-39 large subunit ribosomal RNA gene, partial sequence
AB754106.1	Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: rS43m_1
NR_076364.1	Psychrobacter arcticus strain 273-4 23S ribosomal RNA gene, complete sequence
FJ719667.1	Euglena anabaena strain Geumdong090304B 16S ribosomal RNA gene, partial sequence; chloroplast
XR_005195831.1	PREDICTED: Cebus imitator U1 spliceosomal RNA (LOC119467294), ncRNA
XR_006603092.1	PREDICTED: Mustela putorius furo 28S ribosomal RNA (LOC123388635), rRNA
GQ025227.1	Uncultured bacterium clone nbw132g04c1 16S ribosomal RNA gene, partial sequence
AF444624.1	Colacogloea retinophila 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
CP081825.1	Paenibacillus sp. DR312 chromosome, complete genome
CP087138.1	Pseudomonas sp. KNUC1026 chromosome, complete genome
AC205922.3	Pongo abelii BAC clone CH276-453E11 from chromosome 1, complete sequence
NR_001445.2	Homo sapiens RNA component of 7SK nuclear ribonucleoprotein (RN7SK), small nuclear RNA
OL655395.1	Uncultured Burkholderiaceae bacterium clone BRE_YTM171s1 16S ribosomal RNA gene, partial sequence
CP066886.1	Arthrospira sp. PCC 9108 chromosome, complete genome
AC254976.1	Homo sapiens chromosome 15 clone VMRC54-161F10, complete sequence
AC245097.2	Homo sapiens BAC clone CH17-405J20 from chromosome 2, complete sequence
GQ024194.1	Uncultured bacterium clone nbw135e10c1 16S ribosomal RNA gene, partial sequence
CP086759.1	Acinetobacter baumannii strain ACI713 chromosome, complete genome
AC192839.3	Pan troglodytes BAC clone CH251-258E4 from chromosome 11, complete sequence
GU926596.1	Uncultured bacterium clone F5K2Q4C04IKW6E 23S ribosomal RNA gene, partial sequence
OL825021.1	Kluyveromyces marxianus strain BR19 large subunit ribosomal RNA gene, partial sequence
AL360074.21	Human DNA sequence from clone RP11-238O13 on chromosome 1, complete sequence
OU015322.1	MAG: uncultured Rhodocyclaceae bacterium isolate DEC001_d71 genome assembly, chromosome: contig1
HG784305.1	TPA: Alteromonas sp. SN2 transfer-messenger mRNA Alter_sp_SN2, single chain mature transcript
CP007696.1	Brucella suis bv. 2 strain Bs143CITA chromosome II, complete sequence
CP045631.1	Roseibium aggregatum strain ZYF612 chromosome, complete genome
AC010619.7	Homo sapiens chromosome 19 clone CTD-3148I10, complete sequence
JF907289.1	Uncultured bacterium clone 44 16S ribosomal RNA gene, partial sequence
AC245456.3	Homo sapiens BAC clone CH17-19N5 from chromosome 16, complete sequence
AC137932.1	Homo sapiens chromosome 16 clone GS2-740I5, complete sequence
GU927319.1	Uncultured eukaryote clone F5K2Q4C04I1N9Z 28S ribosomal RNA gene, partial sequence
KF089080.1	Uncultured bacterium clone nck115b09c1 16S ribosomal RNA gene, partial sequence
OU911090.1	Melinaea marsaeus rileyi genome assembly, chromosome: 9
NM_001320522.2	Homo sapiens DEAD-box helicase 19A (DDX19A), transcript variant 2, mRNA
XR_004727646.1	PREDICTED: Callithrix jacchus small nucleolar RNA SNORA73 family (LOC118143430), ncRNA
XM_010334870.2	PREDICTED: Saimiri boliviensis boliviensis nucleosome assembly protein 1-like 1 (LOC101038409), mRNA
XR_006715490.1	PREDICTED: Leopardus geoffroyi 18S ribosomal RNA (LOC123604761), rRNA
FJ719720.1	Euglena anabaena strain Jilnal030207G 23S ribosomal RNA gene, partial sequence; chloroplast
NG_011402.2	Homo sapiens RUNX family transcription factor 1 (RUNX1), RefSeqGene (LRG_482) on chromosome 21
XR_005041949.1	PREDICTED: Oncorhynchus mykiss 28S ribosomal RNA (LOC118947810), rRNA
U67161.1	Thiobacillus cuprinus 5S ribosomal RNA gene, complete sequence
