sseqid	sseq_name
OXE05747.1	ABC transporter ATP-binding protein, partial [Vibrio parahaemolyticus]
XP_025393743.1	uncharacterized protein BO70DRAFT_256821, partial [Aspergillus heteromorphus CBS 117.55]
PVH32289.1	hypothetical protein PAHAL_9G362200 [Panicum hallii]
KRX52179.1	Uncharacterized protein T09_6324 [Trichinella sp. T9]
SCJ66497.1	Uncharacterised protein [uncultured Ruminococcus sp.]
CDT23409.1	Cell wall-associated hydrolase (fragment) [Vibrio crassostreae]
GEN47199.1	hypothetical protein AHA02nite_29750 [Alkalibacillus haloalkaliphilus]
PNI92137.1	ZNF83 isoform 11 [Pan troglodytes]
KAG0144187.1	hypothetical protein CROQUDRAFT_724161 [Cronartium quercuum f. sp. fusiforme G11]
TAV55756.1	hypothetical protein ELI29_23130 [Rhizobium leguminosarum]
CDI96674.1	cytoplasmic antigen 1 [Echinococcus multilocularis]
WP_142347869.1	hypothetical protein, partial [Bacillus toyonensis]
TMV18593.1	hypothetical protein BJG94_15230, partial [Rhizobium sp. Td3]
XP_043318299.1	collagen alpha-1(III) chain-like [Cervus canadensis]
SDM85451.1	hypothetical protein SAMN05444505_104483 [Pseudomonas syringae]
EMP25374.1	Voltage-dependent L-type calcium channel subunit alpha-1C [Chelonia mydas]
RYF71400.1	MAG: 50S ribosomal protein L21, partial [Comamonadaceae bacterium]
KFJ04251.1	PG1 protein [Bifidobacterium thermacidophilum subsp. thermacidophilum]
KAI2560174.1	membrane spanning 4-domains A4E [Homo sapiens]
SOY85489.1	protein of unknown function [Cupriavidus taiwanensis]
KAC3704065.1	hypothetical protein FH972_027203 [Carpinus fangiana]
GHD37715.1	hypothetical protein GCM10007147_45940 [Nocardiopsis kunsanensis]
WP_218953441.1	hypothetical protein, partial [Acinetobacter sp. YH12049]
WP_218414020.1	hypothetical protein, partial [Escherichia coli]
KAH1584932.1	hypothetical protein KXX44_001326, partial [Aspergillus fumigatus]
WP_214645200.1	hypothetical protein, partial [Glaesserella parasuis]
EHH14408.1	hypothetical protein EGK_00329, partial [Macaca mulatta]
OBA13880.1	hypothetical protein OGAPODRAFT_52648, partial [Ogataea polymorpha]
PWY61412.1	hypothetical protein BO70DRAFT_375790 [Aspergillus heteromorphus CBS 117.55]
RMW41893.1	hypothetical protein D6U19_15840, partial [Lactiplantibacillus pentosus]
CBS90411.1	protein of unknown function (plasmid) [Azospirillum lipoferum 4B]
SDX82467.1	Phage integrase family protein [Albimonas donghaensis]
XP_044386302.1	LOW QUALITY PROTEIN: uncharacterized protein LOC123108718 [Triticum aestivum]
KRY33441.1	hypothetical protein T03_15484, partial [Trichinella britovi]
ALG05322.2	hypothetical protein 5H7_021 [uncultured bacterium 5H7]
EHH51014.1	hypothetical protein EGM_10327, partial [Macaca fascicularis]
KAG7294726.1	hypothetical protein JYU34_022921 [Plutella xylostella]
OLM00464.1	hypothetical protein Ae406Ps2_0464c [Pseudonocardia sp. Ae406_Ps2]
RMT29298.1	hypothetical protein ALP51_01667 [Pseudomonas savastanoi]
RAB28399.1	hypothetical protein DN526_31060, partial [Burkholderia multivorans]
EHH23362.1	hypothetical protein EGK_06814, partial [Macaca mulatta]
RTK73394.1	hypothetical protein DRJ83_14975, partial [Enterococcus faecalis]
AAX26869.1	unknown [Schistosoma japonicum]
EDK67331.1	hypothetical protein CGSSp18BS74_00996 [Streptococcus pneumoniae SP18-BS74]
EDM51784.1	hypothetical protein EUBVEN_00788 [Eubacterium ventriosum ATCC 27560]
KAH2362139.1	hypothetical protein KXV62_009446, partial [Aspergillus fumigatus]
KAB0391398.1	hypothetical protein E2I00_003034, partial [Balaenoptera physalus]
GGQ48734.1	hypothetical protein GCM10010187_77250 [Actinomadura coerulea]
WP_226949377.1	alcohol dehydrogenase AdhP [Psychrobacter namhaensis]
KAG5568987.1	hypothetical protein H5410_064031 [Solanum commersonii]
AOE10462.1	hypothetical protein [uncultured bacterium]
CBL49509.1	conserved hypothetical protein [Lactobacillus crispatus ST1]
ADI16573.1	hypothetical protein [uncultured gamma proteobacterium HF0010_01E20]
NBW85972.1	No_Species
EHH17264.1	hypothetical protein EGK_13618, partial [Macaca mulatta]
ETI82497.1	MAG: hypothetical protein Q618_VCMC00001G0078 [Varibaculum cambriense DORA_20]
BAT25402.1	hypothetical protein [Aureimonas altamirensis]
XP_006882177.1	PREDICTED: protein FAM228B-like [Elephantulus edwardii]
EHH01436.1	hypothetical protein HMPREF9441_00676 [Paraprevotella clara YIT 11840]
RBH97199.1	hypothetical protein BRM22_07245 [Xanthomonas oryzae pv. oryzae]
PWF32876.1	50S ribosomal protein L3, partial [Yersinia pestis]
KAG7323902.1	hypothetical protein KOW79_011918, partial [Hemibagrus wyckioides]
EOY20470.1	Plant senescence-associated protein, partial [Theobroma cacao]
ROT79941.1	hypothetical protein C7M84_001328 [Penaeus vannamei]
AVP62617.1	hypothetical protein C7M79_18945 [Clostridium botulinum]
WP_142345395.1	hypothetical protein, partial [Bacillus cereus]
WP_215901560.1	hypothetical protein, partial [Acinetobacter baumannii]
SLE30469.1	Uncharacterised protein [Mycobacteroides abscessus subsp. bolletii]
BBD89438.1	hypothetical protein JMUB145_0820 [Staphylococcus caprae]
SBT06194.1	hypothetical protein PROAA_180012 [Candidatus Propionivibrio aalborgensis]
PTN68794.1	hypothetical protein C6M98_10665 [Corynebacterium diphtheriae]
WP_069104579.1	carbon-phosphorus lyase complex subunit PhnI [Acidovorax sp. RAC01]
WP_086926430.1	GNAT family N-acetyltransferase [Acidovorax carolinensis]
ADI17560.1	hypothetical protein [uncultured alpha proteobacterium HF0130_06E21]
XP_003064995.1	predicted protein, partial [Micromonas pusilla CCMP1545]
AKM70311.1	phosphoenolpyruvate carboxykinase, partial [Heuchera bracteata]
VWX48741.1	hypothetical protein NOVOSPHI9U_20077 [Novosphingobium sp. 9U]
HAT94345.1	No_Species
SEI00753.1	conserved hypothetical protein [Bathymodiolus azoricus thioautotrophic gill symbiont]
TXM95887.1	hypothetical protein FV242_34150, partial [Methylobacterium sp. WL64]
CAF2086445.1	unnamed protein product [Brassica napus]
EXA92135.1	hypothetical protein J507_4107 [Acinetobacter sp. 1295259]
AFK36149.1	unknown [Lotus japonicus]
KAF1343505.1	hypothetical protein EJ07DRAFT_170175 [Lizonia empirigonia]
PNI23160.1	DCTN5 isoform 7 [Pan troglodytes]
EEW1813197.1	No_Species
XP_011134709.1	putative endonuclease/reverse transcriptase [Gregarina niphandrodes]
MBU0604424.1	No_Species
XP_027827957.1	LOW QUALITY PROTEIN: ankyrin repeat and death domain-containing protein 1B [Ovis aries]
KAH7842511.1	hypothetical protein Vadar_006181 [Vaccinium darrowii]
SMG63102.1	hypothetical protein BMETH_1471_1 [methanotrophic bacterial endosymbiont of Bathymodiolus sp.]
OXK53524.1	hypothetical protein CDL37_04775, partial [Escherichia coli]
MBK9245380.1	No_Species
KAF1993103.1	hypothetical protein P154DRAFT_451091, partial [Amniculicola lignicola CBS 123094]
VXA78165.1	hypothetical protein AERO9A_230046 [Aeromonas salmonicida]
CAF2086463.1	unnamed protein product, partial [Brassica napus]
EHH22132.1	hypothetical protein EGK_05340, partial [Macaca mulatta]
RLU74889.1	hypothetical protein CTZ27_38800 [Streptomyces griseocarneus]
EHH02183.1	hypothetical protein ATCR1_24930 [Agrobacterium tumefaciens CCNWGS0286]
WP_044397532.1	hypothetical protein [Acidovorax temperans]
AOE06240.1	hypothetical protein [uncultured bacterium]
OES33172.1	bacteriophage replication gene A domain protein [Alteromonas macleodii]
KAF1771849.1	hypothetical protein GQ600_8897 [Phytophthora cactorum]
RZL67414.1	MAG: 50S ribosomal protein L21, partial [Variovorax sp.]
KAI2598470.1	cytokine receptor like factor 2 [Homo sapiens]
RAW09257.1	hypothetical protein DC345_31415, partial [Paenibacillus taichungensis]
KAB2970709.1	MAG: mechanosensitive ion channel family protein [Zoogloea sp.]
WP_032126937.1	RBD-like domain-containing protein [Piscirickettsia salmonis]
KPM07194.1	hypothetical protein QR98_0056810 [Sarcoptes scabiei]
KAH1834520.1	hypothetical protein KXX54_008063, partial [Aspergillus fumigatus]
WP_018412874.1	2-isopropylmalate synthase [Methyloversatilis thermotolerans]
OUE59375.1	hypothetical protein AZ012_003654, partial [Citrobacter amalonaticus]
CBJ81029.1	hypothetical protein XBJ1_1903 [Xenorhabdus bovienii SS-2004]
AEH34403.1	hypothetical protein VAA_04278 [Vibrio anguillarum 775]
KAF3327825.1	hypothetical protein FCM35_KLT06431 [Carex littledalei]
WP_228546718.1	hypothetical protein, partial [Pseudomonas aeruginosa]
VXA82697.1	conserved hypothetical protein [Acinetobacter sp. 8I-beige]
WP_220084206.1	hypothetical protein, partial [Salmonella enterica]
KAH8743556.1	hypothetical protein F5882DRAFT_342852, partial [Hyaloscypha sp. PMI_1271]
CAF2086178.1	unnamed protein product [Brassica napus]
KKT97416.1	MAG: resolvase domain-containing protein [Microgenomates group bacterium GW2011_GWB1_45_17]
VXB53386.1	Site-specific integrase (modular protein) [Aeromicrobium sp. 9AM]
GFP82684.1	hypothetical protein PHJA_000411500 [Phtheirospermum japonicum]
WP_237506444.1	APH(3')-II family aminoglycoside O-phosphotransferase [Pseudomonas aeruginosa]
SBT57970.1	hypothetical protein POVWA2_082560 [Plasmodium ovale wallikeri]
XP_009855716.1	hypothetical protein NEUTE1DRAFT_53567, partial [Neurospora tetrasperma FGSC 2508]
PNI89354.1	C2CD3 isoform 6 [Pan troglodytes]
VOL54464.1	Uncharacterised protein [Streptococcus pneumoniae]
KZP32736.1	hypothetical protein FIBSPDRAFT_482118 [Fibularhizoctonia sp. CBS 109695]
MBL7090743.1	No_Species
MBZ1326538.1	No_Species
MBN8494446.1	No_Species
PJE33914.1	hypothetical protein CVM52_24985 [Pseudooceanicola lipolyticus]
KAF1856399.1	hypothetical protein Lal_00048595, partial [Lupinus albus]
XP_033446908.1	uncharacterized protein M421DRAFT_422623 [Didymella exigua CBS 183.55]
RMS89272.1	hypothetical protein ALP58_03937, partial [Pseudomonas savastanoi]
KAI2547781.1	methyltransferase like 2B, partial [Homo sapiens]
KFZ40014.1	hypothetical protein JS81_10490 [Thermoactinomyces sp. Gus2-1]
CDH07895.1	conserved hypothetical protein [Xenorhabdus bovienii str. oregonense]
AOE06244.1	hypothetical protein [uncultured bacterium]
CRH39259.1	Uncharacterized protein {ECO:0000313|EMBL:CDH06504.1} [Pantoea ananatis]
NBW25968.1	No_Species
KAF1856230.1	hypothetical protein Lal_00046832 [Lupinus albus]
RLK78695.1	hypothetical protein D9K89_26595 [Klebsiella pneumoniae]
XP_034798261.1	protein SCO1 homolog, mitochondrial isoform X1 [Pan paniscus]
GAN58022.1	hypothetical protein Abac_028_001 [Acetobacter aceti NBRC 14818]
KAH2325207.1	hypothetical protein KXW30_008363, partial [Aspergillus fumigatus]
WP_205665338.1	hypothetical protein, partial [Pseudalkalibacillus hwajinpoensis]
EXX22156.1	hypothetical protein J869_3727, partial [Acinetobacter baumannii 25750_6]
MBL8432506.1	No_Species
XP_034788097.1	cGMP-inhibited 3',5'-cyclic phosphodiesterase B isoform X4 [Pan paniscus]
KAF3948033.1	hypothetical protein CMV_025918 [Castanea mollissima]
OQD56431.1	hypothetical protein BM536_009295 [Streptomyces phaeoluteigriseus]
EAW64091.1	hCG1813943 [Homo sapiens]
SMB25567.1	protein of unknown function [Sterolibacterium denitrificans]
WP_206689606.1	hypothetical protein, partial [Streptococcus pseudopneumoniae]
KAF1980623.1	hypothetical protein K402DRAFT_344042, partial [Aulographum hederae CBS 113979]
KNE89550.1	hypothetical protein PSTG_16995 [Puccinia striiformis f. sp. tritici PST-78]
EDO28019.1	predicted protein, partial [Nematostella vectensis]
KAH0386898.1	hypothetical protein KCU89_g17025, partial [Aureobasidium melanogenum]
URD80060.1	cytochrome P450 [Musa troglodytarum]
CUW39324.1	conserved protein of unknown function [Magnetospirillum sp. XM-1]
KAI3671944.1	hypothetical protein L2E82_53201 [Cichorium intybus]
MBM3372093.1	No_Species
WP_217478350.1	hypothetical protein, partial [Pararobbsia alpina]
RTK47923.1	hypothetical protein DRJ88_15495, partial [Enterococcus faecalis]
AOE06536.1	hypothetical protein [uncultured bacterium]
WP_218076061.1	hypothetical protein, partial [Escherichia coli]
KAI0238388.1	hypothetical protein LSAT2_010931, partial [Lamellibrachia satsuma]
KAF9502890.1	hypothetical protein BS47DRAFT_1310569, partial [Hydnum rufescens UP504]
MBV2164123.1	No_Species
OUH43462.1	hypothetical protein AZ019_004410, partial [Klebsiella pneumoniae]
MBS0501096.1	No_Species
RLM40493.1	hypothetical protein C2845_PMPSC055528 [Panicum miliaceum]
REB29812.1	hypothetical protein DV964_13515, partial [Staphylococcus pseudintermedius]
KAG8514165.1	Kinesin heavy chain isoform 5A, partial [Galemys pyrenaicus]
PKX99781.1	hypothetical protein P168DRAFT_261363, partial [Aspergillus campestris IBT 28561]
XP_020418089.1	uncharacterized protein LOC109948806 [Prunus persica]
RYZ53395.1	MAG: hypothetical protein EOP07_17900 [Pseudomonadota bacterium]
KAF0182520.1	MAG: hypothetical protein FD164_1083 [Nitrospirota bacterium]
KAH1805477.1	hypothetical protein KXX27_001485, partial [Aspergillus fumigatus]
KHO02801.1	hypothetical protein JS55_02525 [Rickettsia felis str. LSU]
MBP8140470.1	No_Species
XP_030672392.1	electroneutral sodium bicarbonate exchanger 1 isoform X4 [Nomascus leucogenys]
EDL05213.1	mCG1028492 [Mus musculus]
XP_039130928.1	uncharacterized protein LOC120267341 [Dioscorea cayenensis subsp. rotundata]
WP_218924553.1	hypothetical protein, partial [Bacillus wiedmannii]
ETI84724.1	MAG: hypothetical protein Q613_PSC00333G0003 [Propionibacterium sp. DORA_15]
WP_228546708.1	hypothetical protein, partial [Pseudomonas aeruginosa]
KAF2146175.1	hypothetical protein K452DRAFT_219334, partial [Aplosporella prunicola CBS 121167]
AOE06239.1	hypothetical protein [uncultured bacterium]
GHF75370.1	hypothetical protein GCM10017566_56660 [Amycolatopsis bartoniae]
PKC55168.1	No_Species
RAR28358.1	hypothetical protein DP092_25740 [Pseudomonas sp. MDMC224]
ELX35078.1	hypothetical protein SEET1153_23799 [Salmonella enterica subsp. enterica serovar Typhimurium str. CDC_2009K1153]
EYU52371.1	putative cell wall-associated hydrolase [Acinetobacter baumannii 1428368]
KAF6230741.1	hypothetical protein HO173_011094 [Letharia columbiana]
OBQ46459.1	hypothetical protein VQ01_15595 [Tamlana sp. s12]
WP_112937640.1	phosphate ABC transporter substrate-binding protein PstS [Massilia sp. YMA4]
PPG75024.1	hypothetical protein C5C52_16665 [Rathayibacter sp. AY1E5]
KAF1002754.1	hypothetical protein AG4045_024260, partial [Apium graveolens]
RJK49118.1	hypothetical protein CMV50_25355, partial [Escherichia coli]
KAF1855646.1	hypothetical protein Lal_00046536 [Lupinus albus]
PHT26072.1	hypothetical protein CQW23_34314 [Capsicum baccatum]
GGI12234.1	hypothetical protein GCM10007368_40140 [Isoptericola cucumis]
BBM75452.1	hypothetical protein NGSS3160_11830 [Neisseria gonorrhoeae]
MCD7462169.1	No_Species
MRB73491.1	No_Species
EAW60027.1	hCG1820543 [Homo sapiens]
THU43142.1	hypothetical protein C4D60_Mb00t01010 [Musa balbisiana]
KAI3680170.1	hypothetical protein L2E82_50555 [Cichorium intybus]
WP_044395518.1	phosphonate C-P lyase system protein PhnG [Acidovorax temperans]
GBR00043.1	hypothetical protein AA102526_2008 [Asaia lannensis NBRC 102526]
KAF2624869.1	hypothetical protein BU25DRAFT_474344 [Macroventuria anomochaeta]
XP_017900494.1	PREDICTED: collagen alpha-1(I) chain-like [Capra hircus]
CFX56834.1	Uncharacterized [Syntrophomonas zehnderi OL-4]
KAI5381972.1	hypothetical protein KIW84_UN0260 [Pisum sativum]
WP_191772544.1	50S ribosomal protein L3 [Devosia oryzisoli]
WP_142084809.1	MoxR family ATPase [Acidovorax temperans]
NBT91164.1	No_Species
OSY34416.1	hypothetical protein BG845_06879 [Pseudonocardia autotrophica]
WP_206535386.1	hypothetical protein, partial [Mesorhizobium sp. M7A.F.Ca.US.011.01.1.1]
WP_142081953.1	c-type cytochrome [Acidovorax temperans]
KFP60400.1	hypothetical protein N322_00004, partial [Cariama cristata]
CAE6919091.1	conserved protein of unknown function [Pseudomonas oleovorans]
ACV06309.1	methionyl-tRNA formyltransferase [Kytococcus sedentarius DSM 20547]
VFQ72268.1	unnamed protein product [Cuscuta campestris]
MRQ16113.1	No_Species
XP_032610128.1	putative uncharacterized protein encoded by LINC00596 [Hylobates moloch]
DAD49604.1	TPA_asm: hypothetical protein HUJ06_031833 [Nelumbo nucifera]
XP_033452778.1	uncharacterized protein M421DRAFT_243624 [Didymella exigua CBS 183.55]
XP_024209318.1	neuroblastoma breakpoint family member 12-like [Pan troglodytes]
MBI2750198.1	No_Species
VZH85992.1	hypothetical protein FRC0190_01925 [Corynebacterium rouxii]
ANK02892.1	Hypothetical protein WLH_01631 [Escherichia coli O25b:H4]
WP_056161302.1	sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB [Acidovorax sp. Leaf78]
CRK50089.1	hypothetical protein RHCRD62_10947 [Rhodococcus sp. RD6.2]
PZM21799.1	hypothetical protein DOM00_13955 [Salmonella enterica subsp. enterica serovar Derby]
CJK14314.1	degenerate transposase [Streptococcus pneumoniae]
KRZ01452.1	hypothetical protein T11_14232 [Trichinella zimbabwensis]
PQJ55159.1	hypothetical protein BTO11_04790 [Psychrosphaera saromensis]
WP_225396852.1	hypothetical protein, partial [Mycolicibacter sp. MYC017]
KCX58359.1	hypothetical protein J524_1555, partial [Acinetobacter baumannii 496487]
ANA08051.1	hypothetical protein 5G4_022 [uncultured bacterium 5G4]
KAH2325402.1	hypothetical protein KXW30_007733, partial [Aspergillus fumigatus]
EAW47553.1	hCG1817437 [Homo sapiens]
GIR13635.1	MAG: hypothetical protein CM15mP23_22100 [Cryomorphaceae bacterium]
PNI67995.1	LEPROTL1 isoform 8, partial [Pan troglodytes]
CAD7679476.1	unnamed protein product [Nyctereutes procyonoides]
WP_054431690.1	MULTISPECIES: proline/glycine betaine ABC transporter permease [Achromobacter]
GBR35224.1	hypothetical protein AA3266_2082 [Gluconobacter kondonii NBRC 3266]
KGD60679.1	hypothetical protein Y5S_03778, partial [Alcanivorax nanhaiticus]
WP_201097190.1	aldo/keto reductase [Brevundimonas nasdae]
WP_140161215.1	hypothetical protein, partial [Bacillus thuringiensis]
WP_087493607.1	PilC/PilY family type IV pilus protein [Curvibacter sp. AEP1-3]
ENW94959.1	hypothetical protein F904_00536, partial [Acinetobacter dispersus]
KAH9697431.1	hypothetical protein KPL71_023610 [Citrus sinensis]
WP_146032260.1	hypothetical protein, partial [Xanthomonas oryzae]
RTK73979.1	hypothetical protein DRJ83_14925, partial [Enterococcus faecalis]
KAF1343389.1	hypothetical protein EJ07DRAFT_150004, partial [Lizonia empirigonia]
